GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G24007","2018",,,"Maryland","24",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Maryland",716136,251762,374252,1811,52833,4539,8977,21962,2808,19154,"Congressional District 7 (116th Congress), Maryland",15865,8574,13391,735,5264,4322,3317,3700,1605,3473
"G24008","2018",,,"Maryland","24",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Maryland",784852,502193,103425,1747,73074,549,67453,36411,9052,27359,"Congressional District 8 (116th Congress), Maryland",13058,9756,8105,876,5216,465,10179,4627,3714,3627
"G25001","2018",,,"Massachusetts","25",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Massachusetts",736481,626384,51375,1622,15458,189,21554,19899,3405,16494,"Congressional District 1 (116th Congress), Massachusetts",6725,7680,3319,612,1661,200,4213,3481,1150,3419
"G25002","2018",,,"Massachusetts","25",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Massachusetts",745347,613709,39762,1346,45415,618,18667,25830,4621,21209,"Congressional District 2 (116th Congress), Massachusetts",9136,9927,3529,608,2914,719,3941,4329,2025,4353
"G25003","2018",,,"Massachusetts","25",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Massachusetts",771096,572967,32434,2247,58988,198,78451,25811,4912,20899,"Congressional District 3 (116th Congress), Massachusetts",10621,15303,5141,1304,5884,334,6604,3882,1591,3721
"G25004","2018",,,"Massachusetts","25",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Massachusetts",766019,651373,26402,1147,50401,127,16664,19905,3617,16288,"Congressional District 4 (116th Congress), Massachusetts",8130,10552,4762,690,4888,216,4377,2738,1088,2734
"G25005","2018",,,"Massachusetts","25",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Massachusetts",775135,581993,43210,424,99306,181,22274,27747,4082,23665,"Congressional District 5 (116th Congress), Massachusetts",8506,11010,5009,409,6064,194,4604,3747,1996,3837
"G25006","2018",,,"Massachusetts","25",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Massachusetts",780524,659720,34650,1015,37038,375,27056,20670,3997,16673,"Congressional District 6 (116th Congress), Massachusetts",5096,9748,4907,898,4818,427,5974,4261,1824,3511
"G25007","2018",,,"Massachusetts","25",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Massachusetts",820086,413896,198972,4105,88517,772,57732,56092,7525,48567,"Congressional District 7 (116th Congress), Massachusetts",8586,10625,7772,2448,5560,555,6887,6638,2010,6177
"G25008","2018",,,"Massachusetts","25",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Massachusetts",764891,565686,85908,1504,66187,162,25469,19975,4422,15553,"Congressional District 8 (116th Congress), Massachusetts",12002,11745,5994,691,4927,173,4751,3801,2344,3046
"G25009","2018",,,"Massachusetts","25",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), Massachusetts",742570,649447,24810,2788,11093,153,35464,18815,3899,14916,"Congressional District 9 (116th Congress), Massachusetts",9496,10595,3437,1520,2146,154,4785,3322,1331,3025
"G26001","2018",,,"Michigan","26",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Michigan",699220,643692,9447,17771,5169,366,2083,20692,1229,19463,"Congressional District 1 (116th Congress), Michigan",1303,1612,1201,1745,722,271,741,2018,519,1891
"G26002","2018",,,"Michigan","26",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Michigan",743361,625058,49717,5025,19487,298,18877,24899,3807,21092,"Congressional District 2 (116th Congress), Michigan",3234,6928,3618,1355,2457,352,4955,2985,1571,2843
"G26003","2018",,,"Michigan","26",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Michigan",749975,627466,61116,2878,15348,346,14900,27921,1938,25983,"Congressional District 3 (116th Congress), Michigan",2599,6143,4510,1284,2511,244,3551,3703,835,3490
"G26004","2018",,,"Michigan","26",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Michigan",704592,659539,13239,5200,7785,193,3736,14900,1156,13744,"Congressional District 4 (116th Congress), Michigan",3038,3210,1395,843,1183,165,815,1870,491,1815
"G26005","2018",,,"Michigan","26",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Michigan",671115,519531,117802,2293,5568,66,4129,21726,1846,19880,"Congressional District 5 (116th Congress), Michigan",3385,3907,3631,789,1098,83,1698,3456,782,3432
"G26006","2018",,,"Michigan","26",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Michigan",721736,607696,58328,3136,11341,573,11033,29629,2856,26773,"Congressional District 6 (116th Congress), Michigan",1457,3452,2533,948,855,526,2101,2759,986,2762
"G26007","2018",,,"Michigan","26",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Michigan",706811,644695,28719,1947,7418,86,5080,18866,439,18427,"Congressional District 7 (116th Congress), Michigan",3250,3427,2071,640,1222,118,1771,2364,248,2434
"G26008","2018",,,"Michigan","26",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Michigan",749011,635322,43581,2612,37707,146,6424,23219,2991,20228,"Congressional District 8 (116th Congress), Michigan",5693,6653,3564,933,3016,198,1460,2867,1205,2866
"G26009","2018",,,"Michigan","26",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), Michigan",715259,557129,103803,2686,30799,247,3152,17443,1472,15971,"Congressional District 9 (116th Congress), Michigan",7497,8325,4797,1135,3708,220,1182,2798,726,2766
"G26010","2018",,,"Michigan","26",,,,,,,,,,,,,"10",,,,,"Congressional District 10 (116th Congress), Michigan",722722,664624,21764,1742,14989,392,4435,14776,1376,13400,"Congressional District 10 (116th Congress), Michigan",6603,7740,3642,468,3972,423,2081,2287,544,2238
"G26011","2018",,,"Michigan","26",,,,,,,,,,,,,"11",,,,,"Congressional District 11 (116th Congress), Michigan",733920,586668,37402,1773,80740,44,6560,20733,1756,18977,"Congressional District 11 (116th Congress), Michigan",6508,9069,4772,878,4771,63,2389,2803,1025,2817
"G26012","2018",,,"Michigan","26",,,,,,,,,,,,,"12",,,,,"Congressional District 12 (116th Congress), Michigan",709832,549015,80720,2273,42832,230,11542,23220,1925,21295,"Congressional District 12 (116th Congress), Michigan",6810,7418,5972,1366,2434,241,3370,3093,777,3039
"G26013","2018",,,"Michigan","26",,,,,,,,,,,,,"13",,,,,"Congressional District 13 (116th Congress), Michigan",663867,260452,356197,2240,9414,248,18839,16477,1862,14615,"Congressional District 13 (116th Congress), Michigan",12601,7904,11367,954,2131,326,3784,3427,1002,3127
"G26014","2018",,,"Michigan","26",,,,,,,,,,,,,"14",,,,,"Congressional District 14 (116th Congress), Michigan",704494,244398,394916,1436,37231,672,7677,18164,919,17245,"Congressional District 14 (116th Congress), Michigan",12129,8702,12134,669,4482,448,2141,2917,469,2845
"G27001","2018",,,"Minnesota","27",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Minnesota",678418,606439,21905,2013,18839,1141,13714,14367,1916,12451,"Congressional District 1 (116th Congress), Minnesota",2466,3843,1505,584,1504,996,3069,2216,1067,1923
"G27002","2018",,,"Minnesota","27",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Minnesota",714141,601405,40131,3444,33434,66,13112,22549,1230,21319,"Congressional District 2 (116th Congress), Minnesota",2818,5413,2783,1004,1959,118,2746,3321,872,3180
"G27003","2018",,,"Minnesota","27",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Minnesota",723994,569372,63310,1360,55202,339,10189,24222,1874,22348,"Congressional District 3 (116th Congress), Minnesota",5700,8120,7408,868,4585,334,2717,3955,968,3714
"G27004","2018",,,"Minnesota","27",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Minnesota",717766,500450,75003,4597,92962,155,13045,31554,2506,29048,"Congressional District 4 (116th Congress), Minnesota",3482,4884,2898,1006,3077,124,3044,3594,1362,3150
"G27005","2018",,,"Minnesota","27",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Minnesota",718802,484065,122385,9613,42670,70,29171,30828,2862,27966,"Congressional District 5 (116th Congress), Minnesota",5722,9497,7445,2337,4601,116,5265,3586,1065,3331
"G27006","2018",,,"Minnesota","27",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Minnesota",722715,646833,26704,2829,19476,33,8805,18035,1387,16648,"Congressional District 6 (116th Congress), Minnesota",4797,5520,2745,1162,2350,65,2587,3096,1065,2943
"G27007","2018",,,"Minnesota","27",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Minnesota",663069,599813,11246,19132,5728,308,12271,14571,1234,13337,"Congressional District 7 (116th Congress), Minnesota",3156,3142,1178,1622,897,240,2031,1642,605,1495
"G27008","2018",,,"Minnesota","27",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Minnesota",672274,620998,6969,17995,4815,284,2507,18706,682,18024,"Congressional District 8 (116th Congress), Minnesota",1656,1416,879,1474,773,202,943,2128,376,2084
"G28001","2018",,,"Mississippi","28",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Mississippi",769595,519886,213965,1791,4848,110,12688,16307,1406,14901,"Congressional District 1 (116th Congress), Mississippi",2670,3352,4857,1123,1239,136,2977,2682,671,2425
"G28002","2018",,,"Mississippi","28",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Mississippi",695797,218531,465342,2068,1403,115,3769,4569,892,3677,"Congressional District 2 (116th Congress), Mississippi",5681,5164,6409,433,670,108,1225,1545,410,1371
"G28003","2018",,,"Mississippi","28",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Mississippi",746155,444887,272635,7793,8992,509,4314,7025,128,6897,"Congressional District 3 (116th Congress), Mississippi",6171,5969,7451,718,988,543,1614,2117,154,2112
"G28004","2018",,,"Mississippi","28",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Mississippi",774983,552151,183657,1582,10899,638,9007,17049,787,16262,"Congressional District 4 (116th Congress), Mississippi",1541,3840,4556,762,1125,694,2285,3516,534,3547
"G29001","2018",,,"Missouri","29",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Missouri",728365,315884,359940,1370,22653,566,7063,20889,642,20247,"Congressional District 1 (116th Congress), Missouri",7576,7645,5257,566,2190,510,2256,3170,346,3133
"G29002","2018",,,"Missouri","29",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Missouri",760689,669924,29119,1685,40337,665,3084,15875,668,15207,"Congressional District 2 (116th Congress), Missouri",12075,11182,4835,893,3252,595,1466,3092,517,3123
"G29003","2018",,,"Missouri","29",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Missouri",793405,736054,28334,1643,6692,903,2889,16890,1418,15472,"Congressional District 3 (116th Congress), Missouri",8955,8815,2994,728,1692,1136,1332,2612,898,2496
"G29004","2018",,,"Missouri","29",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Missouri",770500,686709,33920,5257,13518,350,4827,25919,1453,24466,"Congressional District 4 (116th Congress), Missouri",4141,4338,2641,1257,1517,302,1479,3260,923,3251
"G29005","2018",,,"Missouri","29",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Missouri",771847,530873,170287,2174,12887,3029,23087,29510,2925,26585,"Congressional District 5 (116th Congress), Missouri",6564,7107,4319,732,1743,556,4312,4164,1182,3895
"G29006","2018",,,"Missouri","29",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Missouri",780002,702748,33495,3588,9883,348,6153,23787,759,23028,"Congressional District 6 (116th Congress), Missouri",6630,6437,3574,1023,1690,279,1986,2875,381,2917
"G29007","2018",,,"Missouri","29",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Missouri",783672,715501,16109,8968,9339,1376,7741,24638,352,24286,"Congressional District 7 (116th Congress), Missouri",2891,3714,1791,2425,1333,291,2535,2642,288,2614
"G29008","2018",,,"Missouri","29",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Missouri",737972,677504,33123,3020,6108,148,1713,16356,406,15950,"Congressional District 8 (116th Congress), Missouri",5020,5298,1987,983,1393,210,789,2356,345,2303
"G30000","2018",,,"Montana","30",,,,,,,,,,,,,"00",,,,,"Congressional District (at Large) (116th Congress), Montana",1062305,941438,5056,68013,8517,990,5828,32463,2651,29812,"Congressional District (at Large) (116th Congress), Montana",0,2221,999,2885,1308,648,1858,3362,934,3090
"G31001","2018",,,"Nebraska","31",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Nebraska",653684,574575,18792,7691,17322,538,10706,24060,3554,20506,"Congressional District 1 (116th Congress), Nebraska",4846,5135,1893,1166,1600,417,2413,2893,1845,2734
"G31002","2018",,,"Nebraska","31",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Nebraska",673005,544472,64342,4379,24168,90,14597,20957,1310,19647,"Congressional District 2 (116th Congress), Nebraska",3128,4674,3101,2307,1261,81,2982,3664,666,3617
"G31003","2018",,,"Nebraska","31",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Nebraska",602579,547943,8087,6485,4289,661,21170,13944,3833,10111,"Congressional District 3 (116th Congress), Nebraska",3666,5369,1601,1434,1226,686,3554,2429,1497,1869
"G32001","2018",,,"Nevada","32",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Nevada",685427,339750,90137,12197,55672,3623,153447,30601,8850,21751,"Congressional District 1 (116th Congress), Nevada",17966,11100,9235,3637,5413,1319,10489,4186,2583,3055
"G32002","2018",,,"Nevada","32",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Nevada",729771,578423,14156,17657,29443,3918,60273,25901,4029,21872,"Congressional District 2 (116th Congress), Nevada",2947,8419,1883,1978,1890,1136,7510,3169,1559,2843
"G32003","2018",,,"Nevada","32",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Nevada",846761,534704,69957,4236,121484,4340,56812,55228,7272,47956,"Congressional District 3 (116th Congress), Nevada",15041,13652,8653,1648,7262,1606,8284,7084,2094,6318
"G32004","2018",,,"Nevada","32",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Nevada",772433,472099,106135,10576,43538,7731,88254,44100,7119,36981,"Congressional District 4 (116th Congress), Nevada",16009,14331,7867,2210,6269,2570,11210,4880,2097,4309
"G33001","2018",,,"New Hampshire","33",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), New Hampshire",686820,632042,13242,1723,17936,222,4956,16699,977,15722,"Congressional District 1 (116th Congress), New Hampshire",5309,6296,2427,1019,2185,312,2206,2511,592,2498
"G33002","2018",,,"New Hampshire","33",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), New Hampshire",669638,621889,10190,1839,18112,293,4057,13258,916,12342,"Congressional District 2 (116th Congress), New Hampshire",5309,6507,2459,887,2208,346,1593,2498,449,2539
"G34001","2018",,,"New Jersey","34",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), New Jersey",731297,486685,129837,822,40308,63,50696,22886,6657,16229,"Congressional District 1 (116th Congress), New Jersey",6231,8439,3738,520,1355,105,5625,4088,2733,3358
"G34002","2018",,,"New Jersey","34",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), New Jersey",703117,524102,84924,2140,26713,255,42124,22859,2369,20490,"Congressional District 2 (116th Congress), New Jersey",6391,8028,4361,571,1529,233,4955,4232,1180,4084
"G34003","2018",,,"New Jersey","34",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), New Jersey",742905,588304,83511,745,26661,603,20144,22937,2047,20890,"Congressional District 3 (116th Congress), New Jersey",4922,8357,3512,619,2683,957,6332,3894,1362,3543
"G34004","2018",,,"New Jersey","34",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), New Jersey",748858,637678,48584,648,38402,92,12716,10738,1660,9078,"Congressional District 4 (116th Congress), New Jersey",7391,10154,5803,563,4071,155,4165,2829,993,2697
"G34005","2018",,,"New Jersey","34",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), New Jersey",730707,578080,38676,2251,79469,0,12348,19883,3927,15956,"Congressional District 5 (116th Congress), New Jersey",10489,9947,4161,881,5875,210,2949,4025,1647,3665
"G34006","2018",,,"New Jersey","34",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), New Jersey",730114,452053,81928,2515,135462,385,35906,21865,7001,14864,"Congressional District 6 (116th Congress), New Jersey",8567,10752,5782,1321,6354,599,6157,4325,2075,3253
"G34007","2018",,,"New Jersey","34",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), New Jersey",730778,573645,36153,871,83376,126,19338,17269,3218,14051,"Congressional District 7 (116th Congress), New Jersey",10633,10511,4229,440,4879,195,4671,4135,1762,3692
"G34008","2018",,,"New Jersey","34",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), New Jersey",764837,408879,74690,5422,76486,0,169696,29664,7556,22108,"Congressional District 8 (116th Congress), New Jersey",12592,14231,7796,4169,4992,210,14665,4872,2234,4192
"G34009","2018",,,"New Jersey","34",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), New Jersey",765382,453260,74660,1710,102269,536,112714,20233,5813,14420,"Congressional District 9 (116th Congress), New Jersey",10934,13972,5242,1009,6566,398,9191,3813,1889,3062
"G34010","2018",,,"New Jersey","34",,,,,,,,,,,,,"10",,,,,"Congressional District 10 (116th Congress), New Jersey",759704,218853,390745,1661,54128,241,75887,18189,5209,12980,"Congressional District 10 (116th Congress), New Jersey",12592,11066,9059,1352,4868,408,8629,2907,1955,2597
"G34011","2018",,,"New Jersey","34",,,,,,,,,,,,,"11",,,,,"Congressional District 11 (116th Congress), New Jersey",744805,605871,30778,621,77937,266,12989,16343,2633,13710,"Congressional District 11 (116th Congress), New Jersey",10897,11964,3440,436,4653,206,3243,3022,1288,2795
"G34012","2018",,,"New Jersey","34",,,,,,,,,,,,,"12",,,,,"Congressional District 12 (116th Congress), New Jersey",756016,429129,133509,1725,127002,342,39776,24533,5931,18602,"Congressional District 12 (116th Congress), New Jersey",7657,12313,9265,1381,6610,423,7762,4989,1995,4194
"G35001","2018",,,"New Mexico","35",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), New Mexico",697064,550912,19749,29381,18398,176,47764,30684,10772,19912,"Congressional District 1 (116th Congress), New Mexico",6962,10350,2280,2348,1487,252,7167,4251,3056,2864
"G35002","2018",,,"New Mexico","35",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), New Mexico",700113,585804,15287,39115,5840,690,37439,15938,4596,11342,"Congressional District 2 (116th Congress), New Mexico",4803,7327,2187,3168,1611,773,5846,2718,1630,2245
"G35003","2018",,,"New Mexico","35",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), New Mexico",698251,463222,11028,132163,9917,1599,59758,20564,6910,13654,"Congressional District 3 (116th Congress), New Mexico",7202,7540,1405,3315,1320,835,5853,2413,1762,2038
"G36001","2018",,,"New York","36",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), New York",718726,616452,41995,1644,32067,148,10209,16211,2087,14124,"Congressional District 1 (116th Congress), New York",4733,8245,5772,905,3618,187,2633,4658,835,4541
"G36002","2018",,,"New York","36",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), New York",709605,555103,67496,3816,20864,435,41687,20204,4926,15278,"Congressional District 2 (116th Congress), New York",9596,13260,5684,2839,4189,613,7756,3928,2195,3710
"G36003","2018",,,"New York","36",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), New York",707576,518549,21650,892,125574,86,24909,15916,2674,13242,"Congressional District 3 (116th Congress), New York",9548,11515,3543,546,8205,140,5284,3812,1013,3586
"G36004","2018",,,"New York","36",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), New York",729582,468149,111129,5570,53464,656,69259,21355,4171,17184,"Congressional District 4 (116th Congress), New York",10656,11041,7041,2897,4843,762,9338,4265,1537,4148
"G36005","2018",,,"New York","36",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), New York",757972,132518,379126,3641,110675,717,102284,29011,14234,14777,"Congressional District 5 (116th Congress), New York",19470,9837,10725,1760,10671,691,9997,4978,3318,3319
"G36006","2018",,,"New York","36",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), New York",734183,313127,28153,3609,292880,52,71968,24394,7746,16648,"Congressional District 6 (116th Congress), New York",18479,10881,4463,1879,11895,91,8259,4784,3016,3830
"G36007","2018",,,"New York","36",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), New York",720811,363279,73871,3175,121103,973,122882,35528,12037,23491,"Congressional District 7 (116th Congress), New York",18558,15085,6661,1510,7618,728,11611,5800,3607,4498
"G36008","2018",,,"New York","36",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), New York",791211,246189,404883,1929,49353,77,61137,27643,5952,21691,"Congressional District 8 (116th Congress), New York",19332,11390,12770,1760,5974,104,8743,4565,1795,4127
"G36009","2018",,,"New York","36",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), New York",730957,262344,347766,1889,57532,80,36135,25211,2890,22321,"Congressional District 9 (116th Congress), New York",15833,12592,11480,1496,6075,202,5940,3832,1295,3829
"G36010","2018",,,"New York","36",,,,,,,,,,,,,"10",,,,,"Congressional District 10 (116th Congress), New York",711678,495680,22645,2626,134537,87,30890,25213,3504,21709,"Congressional District 10 (116th Congress), New York",16485,14275,3644,2254,8490,121,5639,4044,1702,3619
"G36011","2018",,,"New York","36",,,,,,,,,,,,,"11",,,,,"Congressional District 11 (116th Congress), New York",732886,498843,58687,958,107802,350,42546,23700,3806,19894,"Congressional District 11 (116th Congress), New York",12122,9833,4210,673,5642,313,6866,4652,1298,4417
"G36012","2018",,,"New York","36",,,,,,,,,,,,,"12",,,,,"Congressional District 12 (116th Congress), New York",698928,506188,36314,2940,98828,541,30592,23525,4802,18723,"Congressional District 12 (116th Congress), New York",17290,14832,5435,2220,7624,690,5482,3351,1615,3008
"G36013","2018",,,"New York","36",,,,,,,,,,,,,"13",,,,,"Congressional District 13 (116th Congress), New York",795633,203890,236352,8199,37783,428,257220,51761,18123,33638,"Congressional District 13 (116th Congress), New York",19089,13498,11268,3152,5113,484,17855,8288,5293,6466
"G36014","2018",,,"New York","36",,,,,,,,,,,,,"14",,,,,"Congressional District 14 (116th Congress), New York",706440,298774,77660,3261,120878,0,179865,26002,10570,15432,"Congressional District 14 (116th Congress), New York",18824,13437,7877,1543,8077,201,14546,4081,3070,2891
"G36015","2018",,,"New York","36",,,,,,,,,,,,,"15",,,,,"Congressional District 15 (116th Congress), New York",743959,128998,274909,5635,17342,1700,284182,31193,13899,17294,"Congressional District 15 (116th Congress), New York",17471,9509,15385,1746,3558,1740,13867,5120,2927,4138
"G36016","2018",,,"New York","36",,,,,,,,,,,,,"16",,,,,"Congressional District 16 (116th Congress), New York",732981,334077,239144,2789,36612,305,93276,26778,11171,15607,"Congressional District 16 (116th Congress), New York",13275,10823,12998,1236,3971,442,10732,4741,3488,3029
"G36017","2018",,,"New York","36",,,,,,,,,,,,,"17",,,,,"Congressional District 17 (116th Congress), New York",741445,516482,77079,1040,47212,163,76114,23355,4503,18852,"Congressional District 17 (116th Congress), New York",4863,8815,4570,723,3313,188,8440,3657,1737,3453
"G36018","2018",,,"New York","36",,,,,,,,,,,,,"18",,,,,"Congressional District 18 (116th Congress), New York",722226,550259,71762,1710,21323,426,50516,26230,4304,21926,"Congressional District 18 (116th Congress), New York",5836,9268,2862,858,1880,371,8269,4365,2565,3908
"G36019","2018",,,"New York","36",,,,,,,,,,,,,"19",,,,,"Congressional District 19 (116th Congress), New York",700310,614586,35432,1955,11050,11,15319,21957,4909,17048,"Congressional District 19 (116th Congress), New York",5135,6804,3137,905,1636,23,3533,3955,2801,2530
"G36020","2018",,,"New York","36",,,,,,,,,,,,,"20",,,,,"Congressional District 20 (116th Congress), New York",722529,567734,69955,2447,37561,1054,12644,31134,2965,28169,"Congressional District 20 (116th Congress), New York",5179,5095,4354,1482,1951,1388,3004,4412,1385,4470
"G36021","2018",,,"New York","36",,,,,,,,,,,,,"21",,,,,"Congressional District 21 (116th Congress), New York",701112,643832,22513,5670,7630,512,8877,12078,1329,10749,"Congressional District 21 (116th Congress), New York",3853,4040,1984,1224,1611,314,1313,1991,539,1896
"G36022","2018",,,"New York","36",,,,,,,,,,,,,"22",,,,,"Congressional District 22 (116th Congress), New York",697372,619968,30253,1584,22291,111,8045,15120,2083,13037,"Congressional District 22 (116th Congress), New York",4021,4921,1880,585,1059,183,1986,2478,1286,2273
"G36023","2018",,,"New York","36",,,,,,,,,,,,,"23",,,,,"Congressional District 23 (116th Congress), New York",693764,626291,20315,4333,16129,214,10620,15862,792,15070,"Congressional District 23 (116th Congress), New York",4130,4762,2189,797,1299,242,2047,2273,405,2266
"G36024","2018",,,"New York","36",,,,,,,,,,,,,"24",,,,,"Congressional District 24 (116th Congress), New York",701664,591774,62932,3461,17694,105,5772,19926,997,18929,"Congressional District 24 (116th Congress), New York",3167,4072,2150,1268,1780,106,1633,2098,627,2128
"G36025","2018",,,"New York","36",,,,,,,,,,,,,"25",,,,,"Congressional District 25 (116th Congress), New York",718565,537966,111729,3122,28244,171,15041,22292,2926,19366,"Congressional District 25 (116th Congress), New York",2469,4311,3585,1351,1293,234,2914,3630,1677,3148
"G36026","2018",,,"New York","36",,,,,,,,,,,,,"26",,,,,"Congressional District 26 (116th Congress), New York",707190,497126,128856,2773,31890,22,21067,25456,4476,20980,"Congressional District 26 (116th Congress), New York",4282,5901,3099,969,2111,43,2815,3745,1650,3364
"G36027","2018",,,"New York","36",,,,,,,,,,,,,"27",,,,,"Congressional District 27 (116th Congress), New York",712904,667423,16653,3644,7795,0,6789,10600,524,10076,"Congressional District 27 (116th Congress), New York",6119,6741,2398,1087,2088,201,1639,2125,378,2109
"G37001","2018",,,"North Carolina","37",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), North Carolina",761087,363018,330488,6460,16290,251,23023,21557,1828,19729,"Congressional District 1 (116th Congress), North Carolina",7524,6862,7069,1156,2004,259,4371,2920,821,2903
"G37002","2018",,,"North Carolina","37",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), North Carolina",858938,609822,159101,3663,19838,1081,32078,33355,4527,28828,"Congressional District 2 (116th Congress), North Carolina",11374,12080,8634,1063,4132,812,6349,5300,2017,5105
"G37003","2018",,,"North Carolina","37",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), North Carolina",756375,548289,153235,3427,10733,641,12615,27435,3053,24382,"Congressional District 3 (116th Congress), North Carolina",5217,6759,5897,1619,1884,581,3051,4440,1668,4199
