GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G48026","2018",,,"Texas","48",,,,,,,,,,,,,"26",,,,,"Congressional District 26 (116th Congress), Texas",894192,681208,78576,7743,68168,590,21757,36150,7734,28416,"Congressional District 26 (116th Congress), Texas",9804,11769,6456,2671,6267,773,5459,5082,2772,4359
"G48027","2018",,,"Texas","48",,,,,,,,,,,,,"27",,,,,"Congressional District 27 (116th Congress), Texas",739719,632962,41344,2329,11994,648,35602,14840,3928,10912,"Congressional District 27 (116th Congress), Texas",7422,8540,2246,837,819,573,6184,3168,1680,2503
"G48028","2018",,,"Texas","48",,,,,,,,,,,,,"28",,,,,"Congressional District 28 (116th Congress), Texas",768719,682000,32159,1070,5791,145,31281,16273,2802,13471,"Congressional District 28 (116th Congress), Texas",15326,14874,5724,741,2120,198,6249,3412,1261,3267
"G48029","2018",,,"Texas","48",,,,,,,,,,,,,"29",,,,,"Congressional District 29 (116th Congress), Texas",765435,558932,70548,4281,13968,645,107513,9548,2249,7299,"Congressional District 29 (116th Congress), Texas",23892,21985,8486,1969,3853,673,10476,2160,1028,1947
"G48030","2018",,,"Texas","48",,,,,,,,,,,,,"30",,,,,"Congressional District 30 (116th Congress), Texas",804679,404535,336430,2283,14962,413,31025,15031,2680,12351,"Congressional District 30 (116th Congress), Texas",19379,18012,13712,1064,4258,394,6374,3025,1425,2625
"G48031","2018",,,"Texas","48",,,,,,,,,,,,,"31",,,,,"Congressional District 31 (116th Congress), Texas",883347,658842,109176,2772,47493,2160,20875,42029,4777,37252,"Congressional District 31 (116th Congress), Texas",5077,7074,8072,1246,2588,1237,3457,5024,1978,4498
"G48032","2018",,,"Texas","48",,,,,,,,,,,,,"32",,,,,"Congressional District 32 (116th Congress), Texas",769852,519270,102562,6032,72675,277,46780,22256,2916,19340,"Congressional District 32 (116th Congress), Texas",16363,15823,11333,1599,7276,307,7020,3770,1116,3571
"G48033","2018",,,"Texas","48",,,,,,,,,,,,,"33",,,,,"Congressional District 33 (116th Congress), Texas",777745,461990,122972,4995,17897,701,152322,16868,3058,13810,"Congressional District 33 (116th Congress), Texas",22612,15913,9644,2738,3918,840,14129,3787,979,3716
"G48034","2018",,,"Texas","48",,,,,,,,,,,,,"34",,,,,"Congressional District 34 (116th Congress), Texas",727688,671012,7703,1723,5342,166,34347,7395,3390,4005,"Congressional District 34 (116th Congress), Texas",12492,13804,1735,1223,1030,214,5429,1726,1353,1134
"G48035","2018",,,"Texas","48",,,,,,,,,,,,,"35",,,,,"Congressional District 35 (116th Congress), Texas",818369,604156,70848,7018,14993,157,96876,24321,7015,17306,"Congressional District 35 (116th Congress), Texas",22634,22144,7878,2461,3274,228,9463,3655,2093,2887
"G48036","2018",,,"Texas","48",,,,,,,,,,,,,"36",,,,,"Congressional District 36 (116th Congress), Texas",754178,619921,75145,4826,15512,197,18632,19945,4002,15943,"Congressional District 36 (116th Congress), Texas",13965,14769,6871,2667,3515,210,4518,3417,1643,3077
"G49001","2018",,,"Utah","49",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Utah",776910,702001,10269,8207,11260,2742,18326,24105,3753,20352,"Congressional District 1 (116th Congress), Utah",4662,5042,1305,1388,1674,702,4067,2618,1578,2316
"G49002","2018",,,"Utah","49",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Utah",779772,644977,9845,9239,18207,8365,64551,24588,7749,16839,"Congressional District 2 (116th Congress), Utah",8856,10024,2561,1710,3169,2739,9413,3798,2782,3073
"G49003","2018",,,"Utah","49",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Utah",773622,692923,7338,10730,15232,8159,15397,23843,2153,21690,"Congressional District 3 (116th Congress), Utah",6017,8372,2805,1518,2158,1714,4031,2908,888,2705
"G49004","2018",,,"Utah","49",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Utah",830801,668294,12913,6502,31199,10096,73182,28615,4598,24017,"Congressional District 4 (116th Congress), Utah",10107,9959,3327,3069,3539,2450,9007,3883,1973,3211
"G50000","2018",,,"Vermont","50",,,,,,,,,,,,,"00",,,,,"Congressional District (at Large) (116th Congress), Vermont",626299,589337,7621,1743,11859,139,2815,12785,425,12360,"Congressional District (at Large) (116th Congress), Vermont",0,1241,1306,729,1196,220,938,1710,356,1690
"G51001","2018",,,"Virginia","51",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Virginia",813878,586080,132600,2333,27329,377,30862,34297,3620,30677,"Congressional District 1 (116th Congress), Virginia",12085,10242,7170,717,4164,261,6117,5459,1974,5183
"G51002","2018",,,"Virginia","51",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Virginia",743410,491633,149840,2357,44229,479,18438,36434,2303,34131,"Congressional District 2 (116th Congress), Virginia",7535,7116,7377,726,2204,328,3749,5342,1053,5259
"G51003","2018",,,"Virginia","51",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Virginia",744804,330195,340644,2653,22057,684,15163,33408,3147,30261,"Congressional District 3 (116th Congress), Virginia",9841,7179,8627,1410,2065,456,3016,4113,1651,3885
"G51004","2018",,,"Virginia","51",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Virginia",747291,395229,306710,1588,13221,343,7770,22430,2108,20322,"Congressional District 4 (116th Congress), Virginia",14044,8697,10518,588,2034,325,2603,3485,800,3263
"G51005","2018",,,"Virginia","51",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Virginia",739410,554054,140674,1832,14640,145,3402,24663,410,24253,"Congressional District 5 (116th Congress), Virginia",7201,6606,5690,940,1998,141,1614,3613,297,3644
"G51006","2018",,,"Virginia","51",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Virginia",755437,624793,86070,1610,12942,101,6810,23111,3290,19821,"Congressional District 6 (116th Congress), Virginia",4432,5462,3817,716,2009,146,1896,3584,1801,3461
"G51007","2018",,,"Virginia","51",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Virginia",812385,563699,155347,1925,40821,448,18065,32080,3155,28925,"Congressional District 7 (116th Congress), Virginia",11828,8547,8799,837,2333,534,3226,4327,1469,4149
"G51008","2018",,,"Virginia","51",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Virginia",795467,503803,121753,1744,91310,949,37495,38413,4311,34102,"Congressional District 8 (116th Congress), Virginia",13109,12216,7559,829,6273,652,7136,3471,1838,3335
"G51009","2018",,,"Virginia","51",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), Virginia",704831,640740,36880,1624,11649,648,3036,10254,538,9716,"Congressional District 9 (116th Congress), Virginia",4788,4377,3685,869,1995,502,1044,1736,409,1683
"G51010","2018",,,"Virginia","51",,,,,,,,,,,,,"10",,,,,"Congressional District 10 (116th Congress), Virginia",862308,592714,57551,1581,138104,682,27634,44042,5522,38520,"Congressional District 10 (116th Congress), Virginia",10803,10669,4956,494,7922,415,5037,6837,3374,5524
"G51011","2018",,,"Virginia","51",,,,,,,,,,,,,"11",,,,,"Congressional District 11 (116th Congress), Virginia",798464,454640,103443,3018,139120,803,47068,50372,5799,44573,"Congressional District 11 (116th Congress), Virginia",18220,12807,8192,1734,6949,516,6538,6138,2104,5843
"G53001","2018",,,"Washington","53",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Washington",768363,594158,10649,9426,92675,1210,25332,34913,3409,31504,"Congressional District 1 (116th Congress), Washington",11868,12767,2195,2063,6712,806,5181,4317,1108,4228
"G53002","2018",,,"Washington","53",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Washington",755546,572849,23666,8211,74185,3994,25951,46690,7264,39426,"Congressional District 2 (116th Congress), Washington",9169,9285,3492,1933,5391,1539,4478,5297,2852,4495
"G53003","2018",,,"Washington","53",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Washington",743322,638152,9261,8275,23483,5570,17874,40707,3557,37150,"Congressional District 3 (116th Congress), Washington",3423,5070,1562,2267,1552,1064,4255,3194,1465,2944
"G53004","2018",,,"Washington","53",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Washington",735031,552489,11227,19925,13040,559,107163,30628,6865,23763,"Congressional District 4 (116th Congress), Washington",3343,10911,2567,2952,1847,326,9902,4247,2129,3480
"G53005","2018",,,"Washington","53",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Washington",725964,631506,11197,12465,18559,3826,14465,33946,2915,31031,"Congressional District 5 (116th Congress), Washington",2806,4108,1853,2029,1592,582,3255,3934,1224,3590
"G53006","2018",,,"Washington","53",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Washington",731742,592326,23020,13441,32278,5372,10233,55072,4081,50991,"Congressional District 6 (116th Congress), Washington",8237,8004,3342,1763,2740,1254,2210,3773,1351,4083
"G53007","2018",,,"Washington","53",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Washington",799589,579901,32500,3442,104256,2594,22680,54216,4386,49830,"Congressional District 7 (116th Congress), Washington",11230,12996,6010,1169,7424,1845,4374,5999,1299,5844
"G53008","2018",,,"Washington","53",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Washington",754721,560125,23330,8189,71094,4732,39906,47345,6152,41193,"Congressional District 8 (116th Congress), Washington",13110,14177,6657,2212,6559,1542,6583,4930,2259,4522
"G53009","2018",,,"Washington","53",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), Washington",765285,367222,97348,5106,178518,12410,55554,49127,4335,44792,"Congressional District 9 (116th Congress), Washington",12815,11883,8510,1561,9824,2601,8676,4948,1598,4725
"G53010","2018",,,"Washington","53",,,,,,,,,,,,,"10",,,,,"Congressional District 10 (116th Congress), Washington",756028,544535,49610,8849,53693,13657,25695,59989,4075,55914,"Congressional District 10 (116th Congress), Washington",10685,9630,5197,1870,4733,1726,4670,6251,1472,6076
"G54001","2018",,,"West Virginia","54",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), West Virginia",606136,569483,16341,833,5765,13,1988,11713,356,11357,"Congressional District 1 (116th Congress), West Virginia",3873,4273,1728,462,1133,28,840,1674,261,1678
"G54002","2018",,,"West Virginia","54",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), West Virginia",624120,571744,28834,1352,5377,269,3319,13225,317,12908,"Congressional District 2 (116th Congress), West Virginia",3697,4247,2314,626,775,300,2003,2277,352,2246
"G54003","2018",,,"West Virginia","54",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), West Virginia",575576,538546,23504,444,2317,169,1123,9473,504,8969,"Congressional District 3 (116th Congress), West Virginia",1416,1890,1859,368,1088,213,613,1722,299,1735
"G55001","2018",,,"Wisconsin","55",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Wisconsin",717716,628476,40798,1898,13495,262,13767,19020,1697,17323,"Congressional District 1 (116th Congress), Wisconsin",5377,7282,3001,708,1813,217,3476,2761,837,2606
"G55002","2018",,,"Wisconsin","55",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Wisconsin",768067,660542,33402,3727,33480,194,12207,24515,2464,22051,"Congressional District 2 (116th Congress), Wisconsin",2588,3767,2539,443,2069,135,2405,3610,1084,3621
"G55003","2018",,,"Wisconsin","55",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Wisconsin",724568,674388,7846,3486,17386,142,7457,13863,547,13316,"Congressional District 3 (116th Congress), Wisconsin",3440,3888,1340,727,1432,130,1391,2163,400,2131
"G55004","2018",,,"Wisconsin","55",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Wisconsin",710573,351094,234575,3294,31139,268,59336,30867,4781,26086,"Congressional District 4 (116th Congress), Wisconsin",2109,7037,5236,963,2548,132,6043,4130,1333,4156
"G55005","2018",,,"Wisconsin","55",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Wisconsin",731341,659846,21218,2076,24913,158,9253,13877,2328,11549,"Congressional District 5 (116th Congress), Wisconsin",4364,5918,3323,721,2138,163,2516,2175,1108,1821
"G55006","2018",,,"Wisconsin","55",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Wisconsin",714886,660186,15080,3448,17053,123,5516,13480,773,12707,"Congressional District 6 (116th Congress), Wisconsin",3008,2929,1458,840,1440,147,1597,2359,431,2303
"G55007","2018",,,"Wisconsin","55",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Wisconsin",710420,660634,5661,13419,12134,538,4104,13930,560,13370,"Congressional District 7 (116th Congress), Wisconsin",3463,3493,1184,1307,1145,321,1268,1573,294,1528
"G55008","2018",,,"Wisconsin","55",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Wisconsin",735997,662077,12052,19016,15780,276,9835,16961,1652,15309,"Congressional District 8 (116th Congress), Wisconsin",1553,3090,1522,1194,1409,255,2415,2690,824,2554
"G56000","2018",,,"Wyoming","56",,,,,,,,,,,,,"00",,,,,"Congressional District (at Large) (116th Congress), Wyoming",577737,528453,3667,16185,5807,1111,8798,13716,1710,12006,"Congressional District (at Large) (116th Congress), Wyoming",0,2729,1164,1713,1077,877,2427,2127,958,1916
"G72098","2018",,,"Puerto Rico","72",,,,,,,,,,,,,"98",,,,,"Resident Commissioner District (at Large) (116th Congress), Puerto Rico",3195153,2079304,400936,4013,5144,767,551773,153216,10771,142445,"Resident Commissioner District (at Large) (116th Congress), Puerto Rico",0,22148,17309,1404,1803,976,17132,9563,1808,9263
